timestamp,x,y,radius_px,in_text_region
1880.641899,0.675000,0.485648,159.4,1
1880.716757,0.682552,0.482407,151.1,1
1880.792884,0.687760,0.481019,141.1,1
1880.875390,0.718750,0.487037,180.7,1
1880.951396,0.731235,0.491668,185.3,1
1881.033677,0.738558,0.491204,178.3,1
1881.108894,0.744290,0.490741,167.1,1
1881.191699,0.749740,0.495370,157.9,1
1881.266781,0.762472,0.498040,157.5,1
1881.342056,0.769517,0.495091,147.8,1
1881.416582,0.775521,0.488426,139.3,1
1881.491867,0.790625,0.492130,149.7,1
1881.566707,0.810156,0.490278,165.0,1
1881.641635,0.825781,0.491667,166.9,1
1881.716906,0.830934,0.492129,159.7,1
1881.792593,0.835071,0.493981,152.8,1
1881.873989,0.839623,0.500052,144.1,1
1881.951665,0.770052,0.506019,275.7,1
1882.107856,0.638542,0.513426,208.4,1
1882.183408,0.618492,0.510722,185.7,1
1882.258878,0.606454,0.515278,165.9,1
1882.333220,0.597917,0.514815,149.3,1
1882.408601,0.594792,0.512500,142.5,1
1882.483638,0.592187,0.513889,135.4,1
1882.559295,0.589851,0.510899,129.7,1
1882.641608,0.588542,0.514352,123.4,1
1882.717473,0.601823,0.512963,145.7,1
1882.801025,0.609896,0.511111,150.4,1
1882.884322,0.615365,0.503704,148.1,1
1882.968364,0.624479,0.510648,148.4,1
1883.051317,0.636812,0.512216,154.7,1
1883.134669,0.654928,0.510649,171.6,1
1883.217858,0.664844,0.513889,167.5,1
1883.300143,0.679167,0.510185,168.1,1
1883.375424,0.689652,0.509722,172.2,1
1883.450298,0.704948,0.513426,176.7,1
1883.525958,0.723437,0.518519,180.7,1
1883.609201,0.732552,0.512500,169.9,1
1883.684420,0.738259,0.513052,159.9,1
1883.767024,0.744844,0.512500,149.1,1
1883.841949,0.747640,0.512500,142.6,1
1883.918359,0.748763,0.513889,139.0,1
1884.002401,0.749533,0.514815,135.2,1
1884.083733,0.753140,0.510185,131.2,1
1884.158474,0.757812,0.514352,133.6,1
1884.234453,0.758333,0.517593,132.8,1
1884.316825,0.759115,0.515741,131.4,1
1884.390676,0.760417,0.513889,128.7,1
1884.465812,0.761719,0.513889,125.8,1
1884.542381,0.769771,0.512963,134.4,1
1884.616629,0.778646,0.515278,141.7,1
1884.691582,0.783073,0.519444,137.7,1
1884.767453,0.793561,0.516479,149.5,1
1884.842979,0.807552,0.519444,157.0,1
1884.925710,0.812240,0.521296,149.9,1
1885.000827,0.815625,0.521759,143.2,1
1885.075432,0.820951,0.525430,140.9,1
1885.150119,0.832031,0.523148,149.2,1
1885.225340,0.838016,0.520971,144.3,1
1885.300126,0.841513,0.523148,137.2,1
1885.376779,0.835346,0.516886,148.5,1
1885.458562,0.830990,0.515278,154.0,1
1885.533712,0.829688,0.515741,152.6,1
1885.608714,0.826823,0.520370,149.1,1
1885.684105,0.824122,0.519048,144.5,1
1885.759089,0.823853,0.522819,143.7,1
1885.832769,0.827865,0.517130,148.1,1
1885.909344,0.829427,0.520370,148.0,1
1885.983422,0.863281,0.522222,198.4,1
1886.058835,0.867708,0.524074,190.4,1
1886.134471,0.875521,0.526389,175.6,1
1886.208631,0.872656,0.526852,180.8,1
1886.359601,0.670833,0.523148,253.1,1
1886.434416,0.630937,0.522222,207.6,1
1886.510739,0.606250,0.527315,173.2,1
1886.592159,0.597396,0.525463,155.2,1
1886.666855,0.593229,0.525000,145.7,1
1886.742010,0.594249,0.529166,145.5,1
1886.817159,0.606992,0.530255,163.8,1
1886.891832,0.613281,0.529630,163.0,1
1886.967547,0.616927,0.534722,160.1,1
1887.042557,0.640104,0.533333,184.3,1
1887.118850,0.659375,0.530556,197.1,1
1887.205718,0.671072,0.533796,183.7,1
1887.287783,0.680729,0.536574,164.2,1
1887.367743,0.718490,0.536574,196.7,1
1887.442566,0.732437,0.538889,186.5,1
1887.518836,0.737849,0.541667,177.1,1
1887.601603,0.745666,0.541667,161.9,1
1887.684500,0.756771,0.543519,148.3,1
1887.759933,0.779167,0.550926,168.1,1
1887.842770,0.788021,0.552778,161.0,1
1887.918218,0.807712,0.553678,180.5,1
1888.001936,0.824659,0.555733,186.1,1
1888.083760,0.837461,0.557940,172.4,1
1888.159164,0.841667,0.561574,166.1,1
1888.236687,0.777120,0.571759,285.1,1
1888.317172,0.715885,0.573611,294.6,1
1888.391170,0.640625,0.577315,203.3,1
1888.467073,0.627348,0.577029,186.7,1
1888.542476,0.611680,0.580556,161.0,1
1888.616701,0.601465,0.573148,144.3,1
1888.691707,0.595548,0.573612,136.7,1
1888.767419,0.592462,0.573611,129.7,1
1888.842897,0.591386,0.573611,125.9,1
1888.917851,0.590625,0.572685,124.0,1
1888.993820,0.592708,0.568981,126.5,1
1889.075509,0.607552,0.570370,150.7,1
1889.151347,0.610938,0.566204,151.7,1
1889.226930,0.614062,0.564352,149.0,1
1889.310280,0.616352,0.564757,144.2,1
1889.395950,0.612240,0.602315,164.1,1
1889.477454,0.607812,0.604167,165.6,1
1889.559737,0.602408,0.606526,164.1,1
1889.635524,0.598746,0.615684,157.1,1
1889.718624,0.595394,0.618268,150.1,1
1889.800993,0.592455,0.622214,141.6,1
1889.876134,0.591146,0.626389,136.5,1
1889.952306,0.587760,0.629167,128.3,1
1890.034544,0.580729,0.624074,123.9,1
1890.109935,0.594901,0.635290,144.2,1
1890.184340,0.598994,0.634061,148.2,1
1890.259893,0.600471,0.634739,145.4,1
1890.335203,0.602604,0.635648,144.3,1
1890.418686,0.623177,0.635185,169.0,1
1890.501692,0.631927,0.642593,167.4,1
1890.576566,0.637477,0.638388,161.6,1
1890.651984,0.643490,0.637037,153.0,1
1890.734833,0.649219,0.633796,142.1,1
1890.810281,0.665365,0.632407,156.0,1
1890.893524,0.676302,0.636111,148.7,1
1890.976382,0.684896,0.636574,146.4,1
1891.051691,0.698438,0.636574,153.4,1
1891.126964,0.703766,0.637037,146.6,1
1891.209582,0.706627,0.635648,140.9,1
1891.285077,0.708720,0.641204,137.5,1
1891.359468,0.721354,0.643981,146.6,1
1891.434842,0.725781,0.639352,142.1,1
1891.510301,0.728105,0.644086,136.2,1
1891.584979,0.730359,0.650259,132.3,1
1891.660211,0.742969,0.651852,142.9,1
1891.735585,0.747443,0.653795,138.2,1
1891.817892,0.769792,0.653241,164.7,1
1891.892582,0.779948,0.660648,165.5,1
1891.968021,0.783854,0.658796,161.2,1
1892.042951,0.788281,0.659259,152.4,1
1892.118349,0.795837,0.662917,151.3,1
1892.193998,0.806250,0.666204,153.3,1
1892.278899,0.815625,0.664815,152.6,1
1892.361577,0.826302,0.667130,153.1,1
1892.443561,0.832031,0.668981,148.1,1
1892.518415,0.848958,0.668519,163.6,1
1892.593552,0.858389,0.665278,163.2,1
1892.669926,0.861198,0.662500,166.9,1
1892.826923,0.670052,0.672222,255.6,1
1892.902965,0.626823,0.682870,205.0,1
1892.985791,0.604948,0.680093,167.9,1
1893.068304,0.592665,0.684268,145.1,1
1893.143113,0.588928,0.684608,137.0,1
1893.218403,0.587500,0.682870,133.8,1
1893.293243,0.586198,0.681944,129.2,1
1893.367857,0.592031,0.676204,138.1,1
1893.443902,0.601092,0.676178,150.1,1
1893.518429,0.618750,0.680093,169.7,1
1893.594214,0.622396,0.674537,165.8,1
1893.676727,0.629996,0.674333,160.6,1
1893.752370,0.636458,0.674074,151.0,1
1893.835305,0.642188,0.669444,145.0,1
1893.909904,0.663308,0.669737,167.8,1
